p,y,exposure,pay_1,limit_bal,util_1,decile,risk_band,predicted_loss
0.272006,1,0,-2,350000,0.0,8,20-30%,0.0
0.272027,0,177535,0,140000,1.2681,8,20-30%,48294.313445
0.272241,0,6161,0,50000,0.1232,8,20-30%,1677.276801
0.272287,0,6287,0,360000,0.0175,8,20-30%,1711.868369
0.272362,1,51741,-2,50000,1.0348,8,20-30%,14092.282242
0.272432,0,111864,0,110000,1.0169,8,20-30%,30475.333248000003
0.272458,0,34448,0,50000,0.689,8,20-30%,9385.633183999998
0.272545,0,0,-2,210000,0.0,8,20-30%,0.0
0.27272,0,7111,1,200000,0.0356,8,20-30%,1939.31192
0.27272,0,56701,0,50000,1.134,8,20-30%,15463.496720000001
0.272775,0,58102,1,50000,1.162,8,20-30%,15848.77305
0.272952,0,252,2,80000,0.0032,8,20-30%,68.78390399999999
0.272968,0,325,-1,350000,0.0009,8,20-30%,88.71459999999999
0.273126,1,1923,-1,250000,0.0077,8,20-30%,525.2212979999999
0.273209,0,0,1,180000,0.0,8,20-30%,0.0
0.273654,1,0,1,210000,0.0,8,20-30%,0.0
0.273746,1,60560,1,60000,1.0093,8,20-30%,16578.05776
0.273865,1,18646,-1,20000,0.9323,8,20-30%,5106.486790000001
0.273995,0,661,-2,250000,0.0026,8,20-30%,181.110695
0.274106,1,0,1,100000,0.0,8,20-30%,0.0
0.274342,1,12485,0,30000,0.4162,8,20-30%,3425.1598699999995
0.274448,1,34733,0,60000,0.5789,8,20-30%,9532.402384
0.274747,0,78672,0,80000,0.9834,8,20-30%,21614.895984000002
0.274857,1,0,1,360000,0.0,8,20-30%,0.0
0.275174,1,0,-2,230000,0.0,8,20-30%,0.0
0.275337,0,12518,0,20000,0.6259,8,20-30%,3446.668566
0.275484,1,481,-1,170000,0.0028,8,20-30%,132.507804
0.275554,1,326,-1,160000,0.002,8,20-30%,89.83060400000001
0.27557,0,5411,0,20000,0.2706,8,20-30%,1491.10927
0.276124,1,0,-2,360000,0.0,8,20-30%,0.0
0.276332,1,12188,0,20000,0.6094,8,20-30%,3367.934416
0.276728,0,2804,-1,420000,0.0067,8,20-30%,775.945312
0.27693,0,76395,0,90000,0.8488,8,20-30%,21156.06735
0.277406,0,3139,-1,180000,0.0174,8,20-30%,870.777434
0.277486,0,21316,0,50000,0.4263,8,20-30%,5914.891576
0.277529,0,46628,1,230000,0.2027,8,20-30%,12940.622212000002
0.277635,0,0,-2,80000,0.0,8,20-30%,0.0
0.27795,1,0,-2,300000,0.0,8,20-30%,0.0
0.278005,0,0,1,140000,0.0,8,20-30%,0.0
0.27806,1,34904,0,100000,0.349,8,20-30%,9705.406239999998
0.278331,0,0,1,170000,0.0,8,20-30%,0.0
0.278628,0,6548,-1,160000,0.0409,8,20-30%,1824.456144
0.278761,0,0,1,150000,0.0,8,20-30%,0.0
0.278792,0,3199,-1,80000,0.04,8,20-30%,891.855608
0.278995,0,5300,0,10000,0.53,8,20-30%,1478.6734999999999
0.279369,0,0,1,100000,0.0,8,20-30%,0.0
0.279427,0,99,-1,130000,0.0008,8,20-30%,27.663272999999997
0.279451,0,396,-1,20000,0.0198,8,20-30%,110.66259600000001
0.279519,1,0,1,180000,-0.0001,8,20-30%,0.0
0.279631,1,0,-2,290000,0.0,8,20-30%,0.0
0.27979,0,5444,0,130000,0.0419,8,20-30%,1523.1767599999998
0.279897,0,577,-1,200000,0.0029,8,20-30%,161.500569
0.279966,1,0,1,120000,-0.0017,8,20-30%,0.0
0.28029,0,390,-1,20000,0.0195,8,20-30%,109.31309999999999
0.280292,0,0,1,130000,0.0,8,20-30%,0.0
0.280437,0,379,-1,20000,0.019,8,20-30%,106.285623
0.280638,0,52108,1,50000,1.0422,8,20-30%,14623.484904
0.280657,1,6393,0,60000,0.1066,8,20-30%,1794.2402009999998
0.280689,1,9035,0,10000,0.9035,8,20-30%,2536.0251150000004
0.28101,0,263,-1,260000,0.001,8,20-30%,73.90563
0.281051,0,238,-1,160000,0.0015,8,20-30%,66.890138
0.281135,0,167358,0,200000,0.8368,8,20-30%,47050.19133
0.281175,0,0,1,130000,0.0,8,20-30%,0.0
0.281768,1,4810,-1,200000,0.024,8,20-30%,1355.30408
0.282392,0,326,-1,210000,0.0016,8,20-30%,92.05979199999999
0.282702,0,27862,0,30000,0.9287,8,20-30%,7876.643124
0.282755,1,519,-1,230000,0.0023,8,20-30%,146.749845
0.283177,0,390,-1,80000,0.0049,8,20-30%,110.43903
0.283208,0,95799,0,130000,0.7369,8,20-30%,27131.043192
0.283546,0,5975,1,300000,0.0199,8,20-30%,1694.1873500000002
0.28383,0,0,-2,30000,0.0,8,20-30%,0.0
0.283858,0,0,-2,360000,0.0,8,20-30%,0.0
0.283993,0,15675,0,20000,0.7837,8,20-30%,4451.590275
0.28407,0,339,-1,130000,0.0026,8,20-30%,96.29973
0.28429,0,73958,1,70000,1.0565,8,20-30%,21025.519819999998
0.28459,1,24061,0,30000,0.802,8,20-30%,6847.51999
0.284633,1,780,-1,100000,0.0078,8,20-30%,222.01374
0.284877,0,0,-2,20000,0.0,8,20-30%,0.0
0.284947,0,513,-1,180000,0.0028,8,20-30%,146.177811
0.285024,0,157,-1,70000,0.0022,8,20-30%,44.748768
0.285067,0,10540,0,30000,0.3513,8,20-30%,3004.60618
0.285132,0,0,-2,220000,0.0,8,20-30%,0.0
0.285379,0,0,-2,140000,0.0,8,20-30%,0.0
0.285379,1,0,-2,120000,0.0,8,20-30%,0.0
0.285487,1,63144,-1,80000,0.7893,8,20-30%,18026.791128
0.285661,1,17679,0,20000,0.884,8,20-30%,5050.200819
0.285903,0,88345,0,130000,0.6796,8,20-30%,25258.100535
0.286074,1,97190,0,50000,1.9438,8,20-30%,27803.532059999998
0.286272,0,0,-2,360000,0.0,8,20-30%,0.0
0.286278,0,5319,0,180000,0.0296,8,20-30%,1522.7126819999999
0.286838,1,115,-1,490000,0.0002,8,20-30%,32.98637
0.286863,0,0,1,150000,-0.0019,8,20-30%,0.0
0.286961,0,6618,0,50000,0.1324,8,20-30%,1899.1078980000002
0.28697,0,0,-2,260000,0.0,8,20-30%,0.0
0.287128,0,396,-1,250000,0.0016,8,20-30%,113.702688
0.287177,0,169117,1,500000,0.3382,8,20-30%,48566.512709
0.287377,0,0,-2,360000,-0.0,8,20-30%,0.0
0.287513,1,1381,2,250000,0.0055,8,20-30%,397.055453
0.287856,0,390,-1,30000,0.013,8,20-30%,112.26384
0.288345,0,424244,1,390000,1.0878,8,20-30%,122328.63618
0.288402,1,0,-2,150000,0.0,8,20-30%,0.0
0.288413,1,0,-2,360000,0.0,8,20-30%,0.0
0.288464,1,0,1,30000,0.0,8,20-30%,0.0
0.288818,0,0,-2,260000,0.0,8,20-30%,0.0
0.289502,1,389,-1,200000,0.0019,8,20-30%,112.616278
0.289653,1,17723,-1,160000,0.1108,8,20-30%,5133.520119
0.28967,0,203843,0,420000,0.4853,8,20-30%,59047.20181
0.289671,1,0,1,120000,0.0,8,20-30%,0.0
0.289732,0,10440,1,30000,0.348,8,20-30%,3024.80208
0.290027,0,0,-2,290000,0.0,8,20-30%,0.0
0.290035,1,0,1,160000,0.0,8,20-30%,0.0
0.290291,1,53213,1,100000,0.5321,8,20-30%,15447.254983
0.290618,1,0,1,80000,0.0,8,20-30%,0.0
0.290621,0,2711,-1,360000,0.0075,8,20-30%,787.8735310000001
0.290625,0,978,-1,240000,0.0041,8,20-30%,284.23125000000005
0.290946,0,3437,-1,60000,0.0573,8,20-30%,999.9814019999999
0.291066,1,24422,0,30000,0.8141,8,20-30%,7108.413852
0.291079,0,0,1,190000,0.0,8,20-30%,0.0
0.29121,0,15442,1,60000,0.2574,8,20-30%,4496.864820000001
0.29138,0,264,-1,360000,0.0007,8,20-30%,76.92432
0.291526,0,1131,-1,100000,0.0113,8,20-30%,329.715906
0.291596,0,317,-1,240000,0.0013,8,20-30%,92.43593200000001
0.292214,1,15969,0,20000,0.7984,8,20-30%,4666.365366
0.292233,0,390,-1,30000,0.013,8,20-30%,113.97087
0.292754,0,16982,-1,160000,0.1061,8,20-30%,4971.548428
0.292973,1,12452,0,30000,0.4151,8,20-30%,3648.099796
0.293203,0,17439,0,20000,0.872,8,20-30%,5113.167117
0.293427,1,1179,-1,160000,0.0074,8,20-30%,345.950433
0.293902,0,15013,0,30000,0.5004,8,20-30%,4412.350726
0.29394,0,95,1,240000,0.0004,8,20-30%,27.9243
0.293976,1,390,-1,120000,0.0032,8,20-30%,114.65064000000001
0.294019,1,3100,0,10000,0.31,8,20-30%,911.4589
0.294174,0,0,-2,360000,0.0,8,20-30%,0.0
0.294469,0,0,1,140000,0.0,8,20-30%,0.0
0.294694,1,124233,1,180000,0.6902,8,20-30%,36610.719702
0.295142,0,0,1,260000,-0.0021,8,20-30%,0.0
0.295223,1,0,-2,120000,0.0,8,20-30%,0.0
0.295545,0,0,-2,440000,0.0,8,20-30%,0.0
0.295568,1,652,-1,40000,0.0163,8,20-30%,192.710336
0.29558,0,0,1,240000,-0.0,8,20-30%,0.0
0.295612,1,632,-2,250000,0.0025,8,20-30%,186.826784
0.29571,1,9928,0,60000,0.1655,8,20-30%,2935.8088799999996
0.295782,1,0,1,320000,-0.0188,8,20-30%,0.0
0.29619,0,0,-2,310000,-0.0005,8,20-30%,0.0
0.296582,0,16354,0,20000,0.8177,8,20-30%,4850.302028
0.29696,1,62080,0,70000,0.8869,8,20-30%,18435.2768
0.297118,0,7357,0,20000,0.3678,8,20-30%,2185.897126
0.297216,0,0,-2,340000,0.0,8,20-30%,0.0
0.297324,0,0,1,130000,0.0,8,20-30%,0.0
0.297412,0,7340,-1,200000,0.0367,8,20-30%,2183.00408
0.297918,1,0,1,180000,0.0,8,20-30%,0.0
0.298464,1,0,1,200000,0.0,8,20-30%,0.0
0.298752,0,6300,1,50000,0.126,8,20-30%,1882.1376
0.298825,0,0,-2,360000,0.0,8,20-30%,0.0
0.299004,0,882,-2,150000,0.0059,8,20-30%,263.721528
0.299187,0,39466,1,60000,0.6578,8,20-30%,11807.714141999999
0.299191,0,165,-1,120000,0.0014,8,20-30%,49.366515
0.299361,0,316,-1,160000,0.002,8,20-30%,94.59807599999999
0.299391,1,0,-2,200000,0.0,8,20-30%,0.0
0.299559,0,123,-2,400000,0.0003,8,20-30%,36.845757
0.299684,0,11672,0,20000,0.5836,8,20-30%,3497.9116480000002
0.299833,1,83760,1,90000,0.9307,8,20-30%,25114.01208
0.299834,0,8424,-1,20000,0.4212,8,20-30%,2525.8016159999997
0.299962,1,942,-1,50000,0.0188,8,20-30%,282.564204
0.300583,1,0,-2,360000,0.0,8,30-50%,0.0
0.300651,0,26855,0,80000,0.3357,8,30-50%,8073.982605
0.300904,0,21101,0,30000,0.7034,8,30-50%,6349.375304
0.300981,0,172,-1,290000,0.0006,8,30-50%,51.768732
0.301193,0,17062,0,20000,0.8531,8,30-50%,5138.954966
0.30173,1,6988,0,20000,0.3494,8,30-50%,2108.48924
0.302483,0,11359,-1,30000,0.3786,8,30-50%,3435.9043970000002
0.302748,1,5450,0,180000,0.0303,8,30-50%,1649.9766000000002
0.302809,1,625,-1,20000,0.0312,8,30-50%,189.255625
0.302839,1,416,2,120000,0.0035,8,30-50%,125.981024
0.303166,0,238094,1,280000,0.8503,8,30-50%,72182.00560399999
0.303378,0,1102,-1,90000,0.0122,8,30-50%,334.32255599999996
0.303529,0,18910,0,30000,0.6303,8,30-50%,5739.73339
0.303672,0,2178,-1,100000,0.0218,8,30-50%,661.397616
0.30374,0,107,-2,310000,0.0003,8,30-50%,32.50018
0.303798,0,63654,1,140000,0.4547,8,30-50%,19337.957892000002
0.303825,0,38302,0,50000,0.766,8,30-50%,11637.105150000001
0.303902,0,15100,1,240000,0.0629,8,30-50%,4588.9202000000005
0.304152,1,5714,1,270000,0.0212,8,30-50%,1737.9245279999998
0.304812,1,107594,0,130000,0.8276,8,30-50%,32795.942328000005
0.304951,0,0,1,360000,-0.0007,8,30-50%,0.0
0.305028,0,0,-2,360000,0.0,8,30-50%,0.0
0.305042,0,834,-1,230000,0.0036,8,30-50%,254.405028
0.305114,0,6827,0,10000,0.6827,8,30-50%,2083.013278
0.306039,0,13660,0,20000,0.683,8,30-50%,4180.49274
0.306107,1,42932,1,150000,0.2862,8,30-50%,13141.785724000001
0.30623,0,0,1,230000,0.0,8,30-50%,0.0
0.306765,0,2501,-1,380000,0.0066,8,30-50%,767.2192650000001
0.306861,0,228610,1,240000,0.9525,8,30-50%,70151.49321
0.307695,0,115056,1,190000,0.6056,8,30-50%,35402.15592
0.307741,0,214450,1,150000,1.4297,8,30-50%,65995.05745
0.308024,1,264,-1,30000,0.0088,8,30-50%,81.318336
0.308296,1,0,1,120000,0.0,8,30-50%,0.0
0.308383,1,390,-1,10000,0.039,8,30-50%,120.26937000000001
0.308823,1,9589,0,20000,0.4794,8,30-50%,2961.303747
0.308954,0,106932,1,110000,0.9721,8,30-50%,33037.069128
0.308954,0,24635,1,70000,0.3519,8,30-50%,7611.08179
0.309035,0,5857,0,10000,0.5857,8,30-50%,1810.017995
0.309346,0,2178,-1,60000,0.0363,8,30-50%,673.755588
0.309511,0,0,1,300000,-0.0201,8,30-50%,0.0
0.310005,0,111,-1,290000,0.0004,8,30-50%,34.410554999999995
0.310266,0,0,-2,360000,0.0,8,30-50%,0.0
0.310294,0,7196,1,500000,0.0144,8,30-50%,2232.8756240000002
0.310327,0,52419,1,50000,1.0484,8,30-50%,16267.031013000002
0.310449,0,30607,1,30000,1.0202,8,30-50%,9501.912542999999
0.310785,1,387192,1,450000,0.8604,8,30-50%,120333.46572
0.311052,0,0,-2,270000,0.0,8,30-50%,0.0
0.31111,0,1500,-1,120000,0.0125,8,30-50%,466.665
0.311317,1,264,-1,60000,0.0044,8,30-50%,82.18768800000001
0.311608,0,12936,0,30000,0.4312,8,30-50%,4030.961088
0.311742,0,550,-1,450000,0.0012,8,30-50%,171.4581
0.311845,0,51072,1,600000,0.0851,8,30-50%,15926.54784
0.312521,1,83367,1,80000,1.0421,8,30-50%,26053.938207
0.312823,0,0,1,80000,0.0,8,30-50%,0.0
0.313003,0,258364,0,260000,0.9937,8,30-50%,80868.707092
0.313134,0,0,-2,20000,0.0,8,30-50%,0.0
0.313546,0,2610,0,170000,0.0154,8,30-50%,818.35506
0.31357,1,390,-1,110000,0.0035,8,30-50%,122.29230000000001
0.313807,1,0,1,200000,-0.0106,8,30-50%,0.0
0.313915,0,0,1,270000,-0.0,8,30-50%,0.0
0.314335,1,4975,0,50000,0.0995,8,30-50%,1563.816625
0.314578,0,931,-1,210000,0.0044,8,30-50%,292.872118
0.314611,0,403,-1,450000,0.0009,8,30-50%,126.78823299999999
0.31467,0,35215,0,50000,0.7043,8,30-50%,11081.10405
0.315094,0,20367,0,30000,0.6789,8,30-50%,6417.519498
0.31541,0,155963,1,150000,1.0398,8,30-50%,49192.28983
0.31544,0,0,1,50000,-0.0004,8,30-50%,0.0
0.315654,1,358895,1,350000,1.0254,8,30-50%,113286.64233
0.315796,0,390,-1,130000,0.003,8,30-50%,123.16044000000001
0.315976,0,0,1,280000,-0.0,8,30-50%,0.0
0.31656,0,0,1,150000,-0.0001,8,30-50%,0.0
0.316881,0,1240,0,130000,0.0095,8,30-50%,392.93244000000004
0.316991,0,11693,0,140000,0.0835,8,30-50%,3706.5757630000003
0.317005,0,326,-1,230000,0.0014,8,30-50%,103.34362999999999
0.317438,0,42067,0,50000,0.8413,8,30-50%,13353.664346
0.317539,0,58518,1,90000,0.6502,8,30-50%,18581.747202000002
0.317853,0,0,1,190000,-0.0005,8,30-50%,0.0
0.318119,0,0,1,180000,0.0,8,30-50%,0.0
0.318134,1,52439,-1,200000,0.2622,8,30-50%,16682.628826
0.319234,1,10994,0,20000,0.5497,8,30-50%,3509.658596
0.319251,0,253072,1,270000,0.9373,8,30-50%,80793.489072
0.319396,0,174,2,30000,0.0058,8,30-50%,55.574904000000004
0.319724,1,14495,0,30000,0.4832,8,30-50%,4634.39938
0.319789,0,11401,0,50000,0.228,8,30-50%,3645.914389
0.320065,1,29678,1,30000,0.9893,8,30-50%,9498.88907
0.321447,1,836,-1,50000,0.0167,8,30-50%,268.729692
0.321574,0,1605,-1,360000,0.0045,8,30-50%,516.1262700000001
0.322339,1,0,-2,360000,0.0,8,30-50%,0.0
0.322418,0,316,-1,180000,0.0018,8,30-50%,101.88408799999999
0.322747,0,390,-1,200000,0.002,8,30-50%,125.87133
0.322844,0,39768,0,110000,0.3615,8,30-50%,12838.860192
0.323032,0,326,-1,180000,0.0018,8,30-50%,105.308432
0.323142,1,0,1,140000,-0.0,8,30-50%,0.0
0.323566,0,0,-2,200000,0.0,8,30-50%,0.0
0.32366,0,415,-1,30000,0.0138,8,30-50%,134.3189
0.323673,1,71927,2,50000,1.4385,8,30-50%,23280.827870999998
0.323715,0,948,-1,230000,0.0041,8,30-50%,306.88181999999995
0.323837,1,374,-1,300000,0.0012,8,30-50%,121.115038
0.324557,1,0,1,180000,0.0,8,30-50%,0.0
0.324999,0,390,-1,240000,0.0016,8,30-50%,126.74960999999999
0.325906,0,0,-2,360000,0.0,8,30-50%,0.0
0.326127,1,0,1,200000,0.0,8,30-50%,0.0
0.326181,0,47350,0,60000,0.7892,8,30-50%,15444.67035
0.326246,0,25347,0,50000,0.5069,8,30-50%,8269.357361999999
0.326267,0,496,-1,20000,0.0248,8,30-50%,161.828432
0.326703,1,8090,0,30000,0.2697,8,30-50%,2643.02727
0.326836,0,20579,1,50000,0.4116,8,30-50%,6725.958044
0.326855,1,105348,1,220000,0.4789,8,30-50%,34433.52054
0.327057,0,0,1,260000,0.0,8,30-50%,0.0
0.327379,0,0,-2,310000,0.0,8,30-50%,0.0
0.327411,0,0,1,180000,0.0,8,30-50%,0.0
0.327411,1,0,1,180000,0.0,8,30-50%,0.0
0.327549,0,13835,0,20000,0.6918,8,30-50%,4531.640415
0.327657,1,33300,1,30000,1.11,8,30-50%,10910.978099999998
0.327823,0,43648,0,50000,0.873,8,30-50%,14308.818303999999
0.328297,0,1490,-1,100000,0.0149,8,30-50%,489.16253
0.328467,0,0,1,20000,0.0,8,30-50%,0.0
0.328575,0,91662,1,500000,0.1833,8,30-50%,30117.841650000002
0.328644,0,390,-1,20000,0.0195,8,30-50%,128.17116
0.329395,0,8558,0,50000,0.1712,8,30-50%,2818.96241
0.329478,0,9410,0,20000,0.4705,8,30-50%,3100.38798
0.329604,0,5473,0,20000,0.2736,8,30-50%,1803.922692
0.330169,1,0,-2,360000,0.0,8,30-50%,0.0
0.330801,0,19904,0,30000,0.6635,8,30-50%,6584.263104000001
0.330867,0,41468,1,50000,0.8294,8,30-50%,13720.392756000001
0.330964,0,390,-1,70000,0.0056,8,30-50%,129.07595999999998
0.331047,0,390,-1,30000,0.013,8,30-50%,129.10833
0.331056,0,0,1,160000,0.0,8,30-50%,0.0
0.33145,0,6991,0,10000,0.6991,8,30-50%,2317.1669500000003
0.331476,0,18099,1,290000,0.0624,8,30-50%,5999.384124
0.331697,0,45948,0,50000,0.919,8,30-50%,15240.813756000001
0.331865,0,82399,0,130000,0.6338,8,30-50%,27345.344135000003
0.331953,1,27666,0,100000,0.2767,8,30-50%,9183.811698
0.333015,1,1273,2,500000,0.0025,8,30-50%,423.928095
0.33307,0,180373,1,180000,1.0021,8,30-50%,60076.83510999999
0.333126,1,7527,0,30000,0.2509,8,30-50%,2507.439402
0.333967,1,61291,1,60000,1.0215,8,30-50%,20469.171397000002
0.334069,0,204212,1,200000,1.0211,8,30-50%,68220.898628
0.334348,0,744,-1,250000,0.003,8,30-50%,248.754912
0.334447,0,0,1,130000,-0.0068,8,30-50%,0.0
0.334658,0,836,-1,30000,0.0279,8,30-50%,279.774088
0.334658,0,411,-1,30000,0.0137,8,30-50%,137.544438
0.334689,1,1522,-1,20000,0.0761,8,30-50%,509.396658
0.334702,0,59379,1,140000,0.4241,8,30-50%,19874.270058
0.335355,0,19214,-1,20000,0.9607,8,30-50%,6443.51097
0.335475,0,3775,1,180000,0.021,8,30-50%,1266.4181250000001
0.335718,0,0,-2,250000,0.0,8,30-50%,0.0
0.336087,0,0,1,20000,-0.015,8,30-50%,0.0
0.336165,1,80867,1,80000,1.0108,8,30-50%,27184.655055
0.336279,1,178,-1,30000,0.0059,8,30-50%,59.857662
0.336995,0,0,1,50000,0.0,8,30-50%,0.0
0.33733,0,0,1,140000,0.0,8,30-50%,0.0
0.337343,1,60188,1,120000,0.5016,8,30-50%,20304.000484
0.337366,0,0,-2,360000,0.0,8,30-50%,0.0
0.337611,0,0,1,90000,0.0,8,30-50%,0.0
0.33768,1,316,-1,120000,0.0026,8,30-50%,106.70688
0.338147,0,390,-1,200000,0.002,8,30-50%,131.87733
0.338576,1,0,1,210000,0.0,8,30-50%,0.0
0.338579,1,184,-1,200000,0.0009,8,30-50%,62.298536000000006
0.33888,1,56166,0,60000,0.9361,8,30-50%,19033.53408
0.338908,1,30724,1,30000,1.0241,8,30-50%,10412.609392
0.338979,1,13225,0,20000,0.6612,9,30-50%,4482.997275
0.338984,0,34069,1,50000,0.6814,9,30-50%,11548.845896
0.339171,1,9545,0,150000,0.0636,9,30-50%,3237.387195
0.340175,0,0,1,200000,-0.004,9,30-50%,0.0
0.3407,0,0,1,150000,0.0,9,30-50%,0.0
0.341101,0,1382,-1,50000,0.0276,9,30-50%,471.40158199999996
0.341257,0,0,1,50000,0.0,9,30-50%,0.0
0.341682,0,3780,-1,100000,0.0378,9,30-50%,1291.5579599999999
0.341747,1,58679,1,110000,0.5334,9,30-50%,20053.372213000002
0.341824,0,147560,1,140000,1.054,9,30-50%,50439.54944
0.341992,0,82345,0,160000,0.5147,9,30-50%,28161.331240000003
0.342235,0,0,-2,220000,0.0,9,30-50%,0.0
0.342254,0,0,1,260000,0.0,9,30-50%,0.0
0.342726,0,27660,0,30000,0.922,9,30-50%,9479.801159999999
0.342935,0,25667,1,50000,0.5133,9,30-50%,8802.112645
0.343032,0,0,1,120000,0.0,9,30-50%,0.0
0.343451,0,40048,0,70000,0.5721,9,30-50%,13754.525648
0.34362,0,6274,1,20000,0.3137,9,30-50%,2155.8718799999997
0.343649,1,48047,1,50000,0.9609,9,30-50%,16511.303503
0.343749,0,0,-2,250000,0.0,9,30-50%,0.0
0.344036,0,38811,1,50000,0.7762,9,30-50%,13352.381196
0.344412,0,12745,0,40000,0.3186,9,30-50%,4389.53094
0.344724,1,38430,1,40000,0.9608,9,30-50%,13247.74332
0.344906,0,413,-1,120000,0.0034,9,30-50%,142.446178
0.34501,0,15220,0,50000,0.3044,9,30-50%,5251.0522
0.345126,1,0,1,50000,0.0,9,30-50%,0.0
0.345133,0,322,2,60000,0.0054,9,30-50%,111.13282600000001
0.345138,0,99012,0,140000,0.7072,9,30-50%,34172.803656
0.345392,1,13817,0,20000,0.6908,9,30-50%,4772.281263999999
0.345676,0,0,1,200000,0.0,9,30-50%,0.0
0.345861,0,0,1,50000,0.0,9,30-50%,0.0
0.345862,0,3389,-1,150000,0.0226,9,30-50%,1172.126318
0.345965,0,0,1,140000,0.0,9,30-50%,0.0
0.346119,1,67328,-1,80000,0.8416,9,30-50%,23303.500032
0.346197,0,24709,0,30000,0.8236,9,30-50%,8554.181673
0.346494,0,0,1,50000,0.0,9,30-50%,0.0
0.346494,0,0,1,50000,0.0,9,30-50%,0.0
0.346522,0,991,-1,180000,0.0055,9,30-50%,343.403302
0.346696,0,19901,1,20000,0.995,9,30-50%,6899.597096
0.346943,1,360,-1,120000,0.003,9,30-50%,124.89948
0.347045,0,15703,0,20000,0.7852,9,30-50%,5449.647635
0.347117,1,0,1,90000,0.0,9,30-50%,0.0
0.347171,0,30771,1,30000,1.0257,9,30-50%,10682.798841
0.347658,0,49612,1,50000,0.9922,9,30-50%,17248.008696
0.34767,1,123184,1,120000,1.0265,9,30-50%,42827.381279999994
0.347808,0,2139,-1,140000,0.0153,9,30-50%,743.961312
0.348241,1,6395,0,290000,0.0221,9,30-50%,2227.0011950000003
0.348844,0,316,-1,110000,0.0029,9,30-50%,110.234704
0.348924,0,0,1,360000,0.0,9,30-50%,0.0
0.3493,0,16616,1,270000,0.0615,9,30-50%,5803.9688
0.34934,0,104492,1,60000,1.7415,9,30-50%,36503.23528
0.349658,0,0,1,200000,0.0,9,30-50%,0.0
0.349737,0,9721,0,10000,0.9721,9,30-50%,3399.7933770000004
0.350138,0,17868,1,240000,0.0744,9,30-50%,6256.265784
0.350333,1,47765,0,80000,0.5971,9,30-50%,16733.655745
0.351326,1,0,1,210000,0.0,9,30-50%,0.0
0.351386,0,138628,0,190000,0.7296,9,30-50%,48711.938407999995
0.351414,1,7845,-1,160000,0.049,9,30-50%,2756.84283
0.351521,1,156387,1,150000,1.0426,9,30-50%,54973.31462699999
0.351635,0,3836,0,30000,0.1279,9,30-50%,1348.87186
0.351688,0,27332,1,30000,0.9111,9,30-50%,9612.336416
0.351698,0,6128,0,20000,0.3064,9,30-50%,2155.205344
0.351854,1,8201,1,380000,0.0216,9,30-50%,2885.554654
0.351877,0,0,1,140000,0.0,9,30-50%,0.0
0.352386,0,14965,1,430000,0.0348,9,30-50%,5273.45649
0.352611,0,10805,0,30000,0.3602,9,30-50%,3809.961855
0.352901,0,12699,0,50000,0.254,9,30-50%,4481.489799
0.353118,1,0,1,360000,-0.0008,9,30-50%,0.0
0.353127,1,0,1,20000,0.0,9,30-50%,0.0
0.353264,0,15912,0,20000,0.7956,9,30-50%,5621.136768
0.35346,0,6974,0,10000,0.6974,9,30-50%,2465.03004
0.353471,0,0,1,50000,0.0,9,30-50%,0.0
0.353665,0,10305,0,30000,0.3435,9,30-50%,3644.517825
0.353678,1,0,1,250000,0.0,9,30-50%,0.0
0.35379,1,292,-1,140000,0.0021,9,30-50%,103.30668
0.354048,0,390,-1,50000,0.0078,9,30-50%,138.07871999999998
0.354569,0,29676,1,30000,0.9892,9,30-50%,10522.189644
0.354954,0,77208,1,100000,0.7721,9,30-50%,27405.288431999998
0.355033,0,28651,1,50000,0.573,9,30-50%,10172.050482999999
0.355213,0,83480,1,90000,0.9276,9,30-50%,29653.18124
0.355568,0,0,-2,360000,0.0,9,30-50%,0.0
0.3559,0,6667,0,20000,0.3334,9,30-50%,2372.7853
0.35605,1,57503,0,110000,0.5228,9,30-50%,20473.94315
0.35607,1,5285,-1,30000,0.1762,9,30-50%,1881.82995
0.356127,0,780,-1,360000,0.0022,9,30-50%,277.77906
0.356273,1,0,1,230000,0.0,9,30-50%,0.0
0.356273,0,0,1,230000,0.0,9,30-50%,0.0
0.356723,0,7102,1,360000,0.0197,9,30-50%,2533.446746
0.356886,0,0,1,180000,0.0,9,30-50%,0.0
0.35736,1,1712,-1,140000,0.0122,9,30-50%,611.80032
0.357377,0,0,1,210000,0.0,9,30-50%,0.0
0.357776,0,0,1,130000,0.0,9,30-50%,0.0
0.357883,1,2049,-1,120000,0.0171,9,30-50%,733.302267
0.358091,0,0,1,160000,0.0,9,30-50%,0.0
0.358519,1,0,1,280000,0.0,9,30-50%,0.0
0.358533,0,13621,0,20000,0.681,9,30-50%,4883.577993
0.358598,0,30347,1,30000,1.0116,9,30-50%,10882.373506
0.358605,1,64839,0,70000,0.9263,9,30-50%,23251.589595
0.358868,0,0,1,360000,-0.0003,9,30-50%,0.0
0.358926,0,24091,1,50000,0.4818,9,30-50%,8646.886266000001
0.35971,0,40910,1,40000,1.0228,9,30-50%,14715.736099999998
0.359921,1,0,1,360000,0.0,9,30-50%,0.0
0.359921,1,0,1,360000,0.0,9,30-50%,0.0
0.360095,0,31089,1,30000,1.0363,9,30-50%,11194.993455
0.360129,1,2682,-1,120000,0.0223,9,30-50%,965.8659779999999
0.36061,1,10248,0,20000,0.5124,9,30-50%,3695.5312799999997
